formula,activity,"length, nm","width, nm","depth, nm",pol,surf,"Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",id
Ag,peroxidase,70.0,70.0,70.0,,Sodium citrate,,,TMB+H2O2,0.0,3.0,6.0,,7.4,45.0,-37.0,,
Ag,peroxidase,72.0,72.0,72.0,,Sodium citrate,,,TMB+H2O2,0.0,3.0,6.0,,7.4,45.0,-37.0,,
Ag,peroxidase,71.0,71.0,71.0,,Sodium citrate,,,TMB+H2O2,0.0,3.0,6.0,,7.4,45.0,,,
Ag,peroxidase,71.0,71.0,71.0,,Sodium citrate,,,TMB+H2O2,0.0,3.0,6.0,,7.4,45.0,,,
Ag,peroxidase,71.0,71.0,71.0,,Sodium citrate,,,TMB+H2O2,0.0,3.0,6.0,,7.4,45.0,,,
Ag,peroxidase,71.0,71.0,71.0,,Sodium citrate,,,TMB+H2O2,0.0,3.0,6.0,,7.4,45.0,,,
Ag,peroxidase,71.0,71.0,71.0,,Sodium citrate,,,TMB+H2O2,0.0,3.0,6.0,,7.4,45.0,,,
Zn(NO3)2,peroxidase,200.0,200.0,200.0,poly(N-Vinylpyrrolidone),Citric acid,2.42,5.87e-05,H2O2+OPD,0.0012,0.3,0.5,4.0,4.0,40.0,,491.22,
Zn(NO3)2,peroxidase,200.0,200.0,200.0,poly(N-Vinylpyrrolidone),Citric acid,0.62,8.720000000000002e-05,OPD+H2O2,0.0012,0.3,0.5,4.0,4.0,40.0,,491.22,
Co3O4,peroxidase,8000.0,8000.0,8000.0,,1-octanol,,,H2O2+TMB,0.001,0.5,0.5,0.005,4.0,25.0,,,
Co3O4,peroxidase,8000.0,8000.0,8000.0,,1-octanol,,,TMB+H2O2,0.00019,0.14,0.5,0.005,4.0,25.0,,,
CeO2,peroxidase,3.0,3.0,3.0,poly(ethylenimine),,,,TMB + H2O2,,,,,,25.0,,,
CeO2,peroxidase,20.0,20.0,20.0,poly(ethylenimine),,,,TMB + H2O2,,,,,,25.0,,,
CeO2,peroxidase,20.0,20.0,20.0,poly(ethylenimine),,0.01,0.001,H2O2 + TMB,0.001,0.1,0.1,0.01,7.4,37.0,,,
CeO2,peroxidase,20.0,20.0,20.0,poly(ethylenimine),,0.01,0.001,TMB + H2O2,0.001,0.1,0.1,0.01,7.4,37.0,,,
Fe3O4,peroxidase,200.0,200.0,200.0,,,0.05,9.64e-05,H2O2+TMB,,,0.83333,0.01,4.5,25.0,,,
Fe3O4,peroxidase,200.0,200.0,200.0,,,0.05,0.0001285,TMB+H2O2,,,148.46,0.01,4.5,25.0,,,
WS2,peroxidase,,,,,,0.02,1.2e-05,H2O2+TMB,0.01,0.1,0.1,,4.4,37.0,,,
WS2,peroxidase,,,,,,0.04,1e-05,TMB+H2O2,0.01,0.1,0.1,,4.4,37.0,,,
Fe3O4,peroxidase,20.0,20.0,20.0,,,,,TMB+H2O2,,,35.0,0.4,4.0,42.0,16.89,,
Fe3O4,peroxidase,20.0,20.0,20.0,,,,,TMB+H2O2,,,35.0,0.4,4.0,42.0,-27.18,,
Au@Pt,oxidase,60.0,10.0,,,CTAB,24.5,2.09,AA,,,,,7.4,20.0,,,
Au@Pt,oxidase,60.0,10.0,,,CTAB,16.5,6.57,AA,,,,,4.6,20.0,,,
Au@Pt,oxidase,60.0,10.0,,,CTAB,18.4,0.764,AA,,,,,1.2,20.0,,,
Au@Pt,oxidase,60.0,10.0,,,CTAB,29.1,2.27,AA,,,,,9,20.0,,,
Au@Pt,oxidase,60.0,10.0,,,CTAB,27.9,7.12,AA,,,,,11,20.0,,,
Au,peroxidase,20.0,20.0,20.0,,,0.02,,H2O2+TMB,,,327.0,,6,25.0,,,
Au,peroxidase,20.0,20.0,20.0,,,0.02,,TMB+H2O2,,,327.0,,6,25.0,,,
Pt,peroxidase,1.89,1.89,1.89,,,,,TMB+H2O2,0.5,0.5,100.0,,6.5,25.0,-0.7,,
Fe2O3,catalase,200.0,40.0,,Poly(vinyl alcohol),,1.5,0.01,H2O2,0.05,5.0,,,6.9,,,,
CuS,peroxidase,200.0,200.0,200.0,poly(N-Vinylpyrrolidone),,,,TMB+H2O2,0.0,10.0,,,,25.0,,33.0,
CuS,peroxidase,200.0,200.0,200.0,poly(N-Vinylpyrrolidone),,0.01,0.001,H2O2+TMB,0.0,30.0,,,,25.0,,33.0,
CuS,peroxidase,180.0,180.0,180.0,poly(N-Vinylpyrrolidone),,,,TMB+H2O2,0.0,10.0,,6.0,,25.0,,33.0,
CuS,peroxidase,250.0,250.0,250.0,poly(N-Vinylpyrrolidone),,,,TMB+H2O2,0.0,10.0,,6.0,,25.0,,33.0,
CuS,peroxidase,420.0,420.0,420.0,poly(N-Vinylpyrrolidone),,,,TMB+H2O2,0.0,10.0,,6.0,,25.0,,33.0,
C6H12OSe,peroxidase,,,,,,3.1,31.0,TMB+H2O2,31.0,43.0,43.0,,~7,18.0,,,
C6H12OSe,peroxidase,,,,,,3.1,31.0,H2O2+TMB,31.0,43.0,31.0,,~7,18.0,,,
Ag,peroxidase,5.0,5.0,5.0,,,2.28,,TMB+H2O2,,,,,,25.0,,,
Ag,peroxidase,5.0,5.0,5.0,,,2.19,,TMB+APS,,,,,,25.0,,,
Ag,peroxidase,5.0,5.0,5.0,,,180.53,,H2O2+TMB,,,,,,25.0,,,
Au/Pt,peroxidase,3.0,3.0,3.0,,,0.2575,,TMB+H2O2,3.0,12.0,10.0,,,37.0,,,
Au/Pt,peroxidase,3.0,3.0,3.0,,,0.2337,,H2O2+TMB,3.0,12.0,8.0,,,37.0,,,
BaSeO4,peroxidase,,,,,,,,GSH + H2O2,,,,,,,,,
Fe3O4,peroxidase,20.0,20.0,20.0,,,,,TMB+H2O2,0.01,1.0,1.0,0.025,7,37.0,,,
Fe3O4,peroxidase,20.0,20.0,20.0,,,0.05,0.001,H2O2+TMB,0.01,1.0,1.0,0.025,7,37.0,,,
Ir,peroxidase,3.5,3.5,3.5,,,18.02,8.1e-05,H2O2+TMB,0.001,0.1,0.25,3.844e-05,4,35.0,-54.8,,
Ir,peroxidase,3.5,3.5,3.5,,,0.03,1.7e-05,TMB+H2O2,0.001,0.1,2.0,3.844e-05,4,35.0,-54.8,,
Au-Pt,peroxidase,60.0,60.0,60.0,,,,,TMB+H2O2,0.001,0.01,,,5,20.0,,,
C,peroxidase,,,,,,,,,,,,,,,,,
MnFe2O4,catalase,160.0,160.0,160.0,,,,,H2O2,,,0.2,0.05,,37.0,-5.5,107.0,
Au,phosphatase,,,,,,,,,,,,,,,,,
CeO2,peroxidase,5.0,5.0,5.0,,,,,H2O2+TMB,,,1.5,0.001,,37.0,-35.5,,
CeO2,peroxidase,53.8,53.8,53.8,,CTAB,,,H2O2+TMB,,,1.5,0.001,,37.0,-24.9,905.0,
Pt,peroxidase,10.0,10.0,10.0,,CTAB,,,TMB+H2O2,,,,,4.4,50.0,,,
Pt,peroxidase,10.0,10.0,10.0,,CTAB,,,H2O2+TMB,,,,,4.4,50.0,,,
CdS,peroxidase,6.9,6.9,6.9,,Sodium dodecylbenzenesulfonate,,,,,,,,7.4,25.0,-28.1,,
Ag,peroxidase,109.0,109.0,109.0,,,0.6,2000000.0,TMB+H2O2,0.002,0.07,50.0,,6.0,25.0,,,
Ag,peroxidase,109.0,109.0,109.0,,,383.9,13700000.000000002,H2O2+TMB,0.002,0.07,0.8,,6.0,25.0,,,
Ag,peroxidase,119.0,119.0,119.0,,,1.1,5500000.0,TMB+H2O2,0.002,0.07,50.0,,6.0,25.0,,,
Ag,peroxidase,119.0,119.0,119.0,,,369.6,27100000.0,H2O2+TMB,0.002,0.07,0.8,,6.0,25.0,,,
FeMnSiO,peroxidase,100.0,100.0,100.0,,CTAC,49.8,,H2O2+TMB,0.0,80.0,0.416,0.1,6.5,37.0,,,
FeMnSiO,peroxidase,100.0,100.0,100.0,,CTAC,0.09273,,TMB+H2O2,0.0,0.8320000000000001,40.0,0.1,6.5,37.0,,,
Fe3O4,peroxidase,100.0,100.0,100.0,,,0.01,0.001,DPD+H2O2,,,,,~7,22.0,,,
Fe3O4,peroxidase,15.0,15.0,15.0,,,0.01,0.001,DPD+H2O2,,,,,~7,22.0,,,
Fe3O4,peroxidase,15.0,15.0,15.0,,,0.01,0.001,DPD+H2O2,,,,,~7,22.0,,,
Fe3O4,peroxidase,15.0,15.0,15.0,,,0.01,0.001,DPD+H2O2,,,,,~7,22.0,,,
Fe3O4,peroxidase,,,,,,0.05,0.001,TMB+H2O2,0.001,0.28,1.0,,4 mM,30.0,,,
Fe3O4,peroxidase,,,,,,0.05,0.001,H2O2+TMB,0.001,0.28,1.0,,4 mM,30.0,,,
AgPd,peroxidase,120.0,120.0,120.0,BSA,Ascorbic acid,,,TMB + H2O2,,,,,5.5,37.0,34.83,,
AgPd,peroxidase,120.0,120.0,120.0,BSA,Ascorbic acid,,,TMB + H2O2,,,,,6.5,37.0,34.83,,
AgPd,peroxidase,120.0,120.0,120.0,BSA,Ascorbic acid,,,TMB + H2O2,,,,,7.4,37.0,34.83,,
AgPd,peroxidase,120.0,120.0,120.0,BSA,Ascorbic acid,1.5,0.02,H2O2 + TMB,0.0,20.0,,0.1,5.5,37.0,34.83,,
C,peroxidase,35.0,35.0,35.0,,,,,TMB+H2O2,0.005,0.1,0.2,,4.4,37.0,,,
C,peroxidase,35.0,35.0,35.0,,,,,H2O2+TMB,0.02,0.6,1.0,,4.4,37.0,,,
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.05,0.001,TMB+H2O2,0.01,0.5,1.0,0.1,7,25.0,,,
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.02,0.002,H2O2+TMB,0.01,0.5,1.0,0.1,7,25.0,,,
Na2SeO3,peroxidase,,,,,,,,H2O2+TMB,,,,,,,,,
Au@CeO2,peroxidase,,,,,CTAB,0.061,1.51e-06,TMB+H2O2,0.001,0.01,100.0,,3-7.4,25.0,,,
Au@CeO2,peroxidase,,,,,CTAB,0.207,3.82e-06,TMB+H2O2,0.001,0.01,100.0,,3-7.4,25.0,,,
Au@CeO2,peroxidase,,,,,CTAB,0.007,8.259999999999999e-06,H2O2+TMB,0.001,0.01,100.0,,3-7.4,25.0,,,
Au@CeO2,peroxidase,,,,,CTAB,0.006,1.334e-05,H2O2+TMB,0.001,0.01,100.0,,3-7.4,25.0,,,
FeS2,peroxidase,151.0,151.0,151.0,poly(N-Vinylpyrrolidone),,0.041,0.0001354,H2O2+TMB,0.3125,20.0,,0.2,4.5,,,,
FeS2,peroxidase,151.0,151.0,151.0,poly(N-Vinylpyrrolidone),,0.041,0.0001354,TMB+H2O2,0.3125,20.0,,0.2,4.5,,,,
FeS2,oxidase,151.0,151.0,151.0,poly(N-Vinylpyrrolidone),,0.66,0.00098,GSH+H2O2,0.05,0.8,,0.5,4.5,,,,
FeS2,oxidase,151.0,151.0,151.0,poly(N-Vinylpyrrolidone),,0.41,0.00035,GSH+H2O2,0.05,0.8,,0.5,4.5,,,,
V6O13,peroxidase,,,,,,0.153,2.99e-05,TMB+H2O2,0.05,0.3,0.6,0.15,4.5,30.0,,,
V6O13,peroxidase,,,,,,1.51,3.12e-05,H2O2+TMB,0.05,0.6,0.3,0.15,4.5,30.0,,,
CeO2,peroxidase,225.0,225.0,225.0,poly(N-Vinylpyrrolidone),,,,TMB+H2O2,,,80.0,45.0,4,25.0,,,
CeO2,peroxidase,225.0,225.0,225.0,poly(N-Vinylpyrrolidone),,,,H2O2+TMB,,,800.0,45.0,4,25.0,,,
C,peroxidase,,,,,,,,H2O2+TMB,,,,,4.5,25.0,,,
Pt,peroxidase,3100.0,,,,,,,H2O2,,2.5,,,7.4,25.0,,,
Li2CaSiO4,,,,,,,,,CH4 + 1/4O2 → 1/2C2H6 + 1/2H2O,,,,,,800.0,,0.014,
C,peroxidase,,,,,,49.8,2.07e-05,H2O2+TMB,10.0,100.0,0.8,0.02,3.5,35.0,,,
C,peroxidase,,,,,,0.506,2.28e-05,TMB+H2O2,10.0,100.0,100.0,0.02,3.5,35.0,,,
Fe3O4,peroxidase,12.5,12.5,12.5,,,,,MB + PS,,,,,5.0,25.0,-15.8,111.0,
Ag-Cu,peroxidase,145.0,145.0,145.0,poly(N-Vinylpyrrolidone),,,,CO2 + H2O,,,,,6.8,25.0,,,
CuS,peroxidase,3.68,3.68,3.68,,,0.272,7.84e-05,H2O2+TMB,0.01,5.0,0.5,0.006,4,25.0,-8.65,16.902,
CuS,peroxidase,3.68,3.68,3.68,,,0.296,7.35e-05,TMB+H2O2,0.02,8.0,50.0,0.006,4,25.0,-8.65,16.902,
CuS,peroxidase,38.8,38.8,38.8,,,0.208,8.71e-05,H2O2+TMB,0.01,5.0,0.5,0.006,4,25.0,-20.98,25.792,
CuS,peroxidase,38.8,38.8,38.8,,,0.118,8.999999999999999e-05,TMB+H2O2,0.02,8.0,50.0,0.006,4,25.0,-20.98,25.792,
HgCl2,peroxidase,,,,,,,,H2O2+guaiacol,,,1.0,,6.4,25.0,,,
HgCl2,peroxidase,,,,,,,,guaiacol+H2O2,,,1.0,,6.4,25.0,,,
K2Cr2O7,peroxidase,,,,,,,,H2O2+guaiacol,,,1.0,,6.4,25.0,,,
K2Cr2O7,peroxidase,,,,,,,,guaiacol+H2O2,,,1.0,,6.4,25.0,,,
Fe3O4,peroxidase,38.0,38.0,38.0,poly(ethylenimine),,,,TMB+H2O2,,,,,5.0,25.0,,,
Fe3O4,peroxidase,38.0,38.0,38.0,poly(ethylenimine),,,,H2O2+TMB,,,,,5.0,25.0,,,
Fe3O4@Au,peroxidase,85.0,85.0,85.0,poly(ethylene glycol),APTES,0.235,2.8e-05,H2O2+TMB,0.1,10.0,50.0,,5.5,60.0,,86.697,
Fe3O4@Au,peroxidase,85.0,85.0,85.0,poly(ethylene glycol),APTES,0.037,3.600000000000001e-05,TMB+H2O2,0.1,10.0,50.0,,5.5,60.0,,86.697,
Fe3O4,peroxidase,10.0,10.0,10.0,,,,,H2O2+DA,0.0005,0.035,,,2.72,60.0,,,
Fe4[Fe(CN)6]3,peroxidase,42.0,42.0,42.0,,,1.5,0.002,TMB+H2O2,1.0,40.0,135.0,,7.0,25.0,-19.7,,
Fe4[Fe(CN)6]3,superoxide dismutase,42.0,42.0,42.0,,,,,O2-,,,,,7.0,25.0,-19.7,,
Fe-MoS2,peroxidase,,,,,,0.387,9.5e-06,TMB+H2O2,0.001,0.6,0.4,,4,25.0,,,
Fe-MoS2,peroxidase,,,,,,0.0638,4.385e-06,H2O2+TMB,0.001,0.6,0.6,,4,25.0,,,
CuS,peroxidase,12.8,12.8,12.8,,,0.01,0.001,TMB+H2O2,0.6,9.0,,,4,25.0,,,
CuS,peroxidase,12.8,12.8,12.8,,,0.01,0.001,H2O2+TMB,0.6,9.0,,,4,25.0,,,
Pt,peroxidase,1.27,1.27,1.27,,,0.265,0.000503,TMB+H2O2,0.089,0.44,11.11,,4,40.0,-4.4,,
Pt,peroxidase,1.27,1.27,1.27,,,2.64,0.000102,H2O2+TMB,0.22,3.11,0.4,,4,40.0,-4.4,,
Fe3O4,peroxidase,13.0,13.0,13.0,,,0.35,0.4328333333333333,TMB+H2O2,0.02,0.57,,1.0,3.6,,,,
Fe3O4,peroxidase,13.0,13.0,13.0,,,0.13,0.0161666666666666,TMB+H2O2,0.02,0.57,,1.0,6.8,,,,
Au,phosphatase,,,,,,,,,,,,,,,,,
CuO,peroxidase,6.0,6.0,6.0,,,,,H2O2+TMB,0.625,12.5,0.2,0.001,11.5,37.0,,,
Fe3O4,peroxidase,13.9,13.9,13.9,,,,,,,,,,7.4,,-15.5,,
NiO,peroxidase,65.0,32.0,,,,10.0,0.001,H2O2+TMB,10.0,250.0,0.05,0.04,3.8,40.0,,,
NiO,peroxidase,65.0,32.0,,,,0.05,0.0001,TMB+H2O2,0.05,0.5,25.0,0.04,3.8,40.0,,,
H5[SiVW11O40],peroxidase,,,,,,0.12,0.0012,TMB+H2O2,,,1.0,,4,25.0,,,
H5[SiVW11O40],peroxidase,,,,,,0.06,0.001,H2O2+TMB,,,0.1,,4,25.0,,,
ZnFe2O4,peroxidase,150.0,150.0,150.0,poly(ethylene glycol),,0.045,1.4,TMB+H2O2,0.001,0.3,100.0,0.4,4,35.0,,,
ZnFe2O4,peroxidase,150.0,150.0,150.0,poly(ethylene glycol),,0.026,2.88,H2O2+TMB,1.0,10.0,0.3,40.0,4,35.0,,,
Cu,peroxidase,100.0,100.0,100.0,,,1.047,3.97e-05,TMB+H2O2,0.001,0.1,25.0,0.125,3.0,35.0,,,
Cu,peroxidase,100.0,100.0,100.0,,,31.265,0.0002639999999999,H2O2+TMB,0.0015,0.0125,8.0,0.125,3.0,35.0,,,
NiO,oxidase,20.0,20.0,20.0,,,0.62,,AR,,,,0.2,7.5,25.0,,,
Fe(OH)3,peroxidase,3.0,3.0,3.0,,,0.45,0.00044,TMB+H2O2,0.0049999999999999,0.1,10.0,,4.0,25.0,,,
Fe(OH)3,peroxidase,3.0,3.0,3.0,,,0.031,4.5e-05,H2O2+TMB,0.0049999999999999,0.08,0.8,,4.0,25.0,,,
N-MoS2,peroxidase,250.0,250.0,250.0,poly(ethylene oxide),,3.13,0.0001606,H2O2+TMB,1.0,5.0,1.0,0.01,4.0,37.0,,,
N-MoS2,peroxidase,250.0,250.0,250.0,poly(ethylene oxide),,0.065,0.0001076,TMB+H2O2,0.1,0.5,50.0,0.01,4.0,37.0,,,
Au,catalase,3.6,3.6,3.6,poly(N-Vinylpyrrolidone),CTAB,0.02,0.0001,p-NPh + NaBH4,0.01,0.01,500.0,0.5,,25.0,,100.0,
Cu7S4,peroxidase,500.0,500.0,500.0,,,,,,,,,,,,,,
Fe3O4,peroxidase,300.0,300.0,300.0,,,,,TMP+H2O2,,,,,6.5,40.0,,,
Fe3O4,peroxidase,300.0,300.0,300.0,,,,,H2O2+TMP,,,1.5,,6.5,40.0,,,
SiO2,peroxidase,,,,,,,,TMP+H2O2,,,,,6.5,40.0,,,
SiO2,peroxidase,,,,,,,,H2O2+TMP,,,1.5,,6.5,40.0,,,
Al2O3,peroxidase,,,,,,,,TMP+H2O2,,,,,6.5,40.0,,,
Al2O3,peroxidase,,,,,,,,H2O2+TMP,,,1.5,,6.5,40.0,,,
WS2,peroxidase,15.0,15.0,15.0,,,10001.0,,H2O2+TMB,,,,,4,35.0,,19.56,
WS2,peroxidase,15.0,15.0,15.0,,,22406.0,,TMB+H2O2,,,,,4,35.0,,19.56,
Pd-Ir,peroxidase,3.3,3.3,3.3,poly(N-Vinylpyrrolidone),Ascorbic acid,0.12,1.2,TMB + H2O2,0.01,0.5,2000.0,,4.0,25.0,,,
Pd-Ir,peroxidase,5.9,5.9,5.9,poly(N-Vinylpyrrolidone),Ascorbic acid,0.15,1.8,TMB + H2O2,0.01,0.5,2000.0,,4.0,25.0,,,
Pd-Ir,peroxidase,9.8,9.8,9.8,poly(N-Vinylpyrrolidone),Ascorbic acid,0.18,2.5,TMB + H2O2,0.01,0.5,2000.0,,4.0,25.0,,,
Pd-Ir,peroxidase,13.0,13.0,13.0,poly(N-Vinylpyrrolidone),Ascorbic acid,0.2,3.0,TMB + H2O2,0.01,0.5,2000.0,,4.0,25.0,,,
Au,peroxidase,4.2,4.2,4.2,,,,,TMB+H2O2,,,10000.0,,4,25.0,,,
Fe3O4,peroxidase,105.0,105.0,105.0,poly(diallyldimethylammonium chloride),,,,H2O2+TMB,,,10.0,,7.0,37.0,,,
Au@Pt,peroxidase,13.5,13.5,13.5,,,,,H2O2+TMB,,,10.0,,7.0,37.0,,,
CeO2,superoxide dismutase,2.6,2.6,2.6,,Citric acid,,,O2 + xanthine,0.0,0.1,,,7.4,37.0,-26.0,,
CeO2,catalase,2.6,2.6,2.6,,Citric acid,,,H2O2,0.0,0.09,,,7.4,37.0,-26.0,,
CeO2,superoxide dismutase,2.6,2.6,2.6,,Citric acid,1e-05,1e-07,O2 + xanthine,0.0,0.1,,,7.4,37.0,-26.0,,
CeO2,catalase,2.6,2.6,2.6,,Citric acid,1e-05,1e-07,H2O2,0.0,1.0,,,7.4,37.0,-26.0,,
CeO2,superoxide dismutase,2.6,2.6,2.6,,Citric acid,,,O2 + xanthine,0.0,0.1,,,7.4,37.0,-26.0,,
CeO2,catalase,2.6,2.6,2.6,,Citric acid,,,H2O2,0.0,0.14,,,7.4,37.0,-26.0,,
PtNi,peroxidase,,1.2,,,CTAB,0.31,,TMB+H2O2,0.0,0.1,25.0,0.005,4.0,25.0,,,
PtNi,peroxidase,,1.2,,,CTAB,1.2,,H2O2+TMB,0.0,25.0,0.1,0.005,4.0,25.0,,,
Au,peroxidase,8.1,8.1,8.1,,,,,TMB+H2O2,0.001,0.8,1400.0,,4.5,25.0,,,
Au,peroxidase,8.1,8.1,8.1,,,,,H2O2+TMB,0.001,0.8,2.5,,4.5,25.0,,,
CdO,,,,,,,,,,,,,,,,,,
Rh2O3,,,,,,,,,,,,,,,,,,
Ag,,75.0,75.0,75.0,,,,,,,,,,,,,,
Cu3(PO4)2,peroxidase,17500.0,17500.0,17500.0,,,25.0,3.866666666666667e-05,ABTS+H2O2,1.0,,5.0,,3,60.0,0.0,,
Cu3(PO4)2,peroxidase,17500.0,17500.0,17500.0,,,36.0,2.9e-05,H2O2+ABTS,5.0,,200.0,,3,60.0,0.0,,
Fe4[Fe(CN)6]3,peroxidase,100.0,100.0,100.0,,,0.068,,TMB+H2O2,0.0001,0.5,0.5,0.025,6.45,25.0,,,
Fe4[Fe(CN)6]3,peroxidase,100.0,100.0,100.0,,,0.215,,H2O2+TMB,0.0001,0.5,0.5,0.025,6.45,25.0,,,
ZnFe2O4,peroxidase,,,,,,0.12,0.0011,H2O2+TMB,0.001,0.1,0.1,,4,45.0,,,
ZnFe2O4,peroxidase,,,,,,0.15,0.0012,TMB+H2O2,0.001,0.1,0.1,,4,45.0,,,
Pd,peroxidase,6.7,6.7,6.7,,,0.195,0.003,TMB + H2O2,0.025,0.5,50.0,0.00025,4,35.0,,,
Pd,peroxidase,6.7,6.7,6.7,,,23.0,0.0049,H2O2 + TMB,5.0,200.0,0.5,0.00025,4,35.0,,,
Pd,peroxidase,1.0,1.0,1.0,poly(N-Vinylpyrrolidone),,1.79,0.0001509999999999,H2O2+TMB,1.0,30.0,,0.4,6.5,42.0,,1141.22,
Pd,oxidase,1.0,1.0,1.0,poly(N-Vinylpyrrolidone),,0.24,0.0197,GSH,0.15,1.0,,0.4,6.5,42.0,,1141.22,
Fe3O4@SiO2,peroxidase,6250.0,6250.0,6250.0,,,,,TMB+H2O2,0.0,0.8,,,5.0,22.0,,196.0,
Ir,peroxidase,1.5,1.5,1.5,poly(N-Vinylpyrrolidone),,43.4,,TMB+H2O2,0.0,0.5,50.0,,,25.0,,,
Ir,peroxidase,1.5,1.5,1.5,poly(N-Vinylpyrrolidone),,43.4,,H2O2+TMB,0.0,50.0,0.5,,,25.0,,,
TiO2/MoS2,peroxidase,,125.0,,poly(N-Vinylpyrrolidone),,0.28,,TMB+H2O2,0.05,1.0,20.0,0.02,4.0,25.0,,,
TiO2/MoS2,peroxidase,,125.0,,poly(N-Vinylpyrrolidone),,4.92,,H2O2+TMB,0.05,1.0,0.1,0.02,4.0,25.0,,,
Fe3O4,peroxidase,,150.0,,poly(N-Vinylpyrrolidone),,0.45,,TMB+H2O2,,,,3.0,4.0,25.0,,,
Fe3O4,peroxidase,,150.0,,poly(N-Vinylpyrrolidone),,18.71,,H2O2+TMB,,,,3.0,4.0,25.0,,,
CeO2,peroxidase,,21.0,,,,7.53,0.4014,H2O2+TMB,0.05,0.05,25.0,0.04,3.8,25.0,,,
CeO2,peroxidase,,21.0,,,,95.8,2.59,TMB+H2O2,0.05,0.05,25.0,0.04,3.8,25.0,,,
Ag@Fe3O4,peroxidase,35000.0,400.0,,poly(N-Vinylpyrrolidone),,3.46,,TMB+H2O2,0.1,0.3,0.1,,5.0,25.0,,,
Ag@Fe3O4,peroxidase,35000.0,400.0,,poly(N-Vinylpyrrolidone),,75.2,,H2O2+TMB,0.1,,0.3,,5.0,25.0,,,
MnFe(CN)6,catalase,60.0,60.0,60.0,poly(N-Vinylpyrrolidone),Sodium citrate,,,H2O2,,,,,7.4,25.0,-27.0,,
Au@Pt,peroxidase,20.0,20.0,20.0,poly(ethylene oxide),Ascorbic acid,,,TMB + H2O2,,,,,7.4,37.0,,,
Au,peroxidase,10.0,10.0,10.0,,,0.001,0.0001,TMB+H2O2,25.0,2000.0,5.0,,,37.0,,,
Au,peroxidase,30.0,30.0,30.0,,,0.001,0.0001,TMB+H2O2,25.0,2000.0,5.0,,,37.0,,,
Au,peroxidase,13.0,13.0,13.0,,,0.001,0.0001,TMB+H2O2,25.0,2000.0,5.0,,,37.0,,,
Au,peroxidase,10.0,10.0,10.0,,,0.001,0.0001,ABTS+H2O2,25.0,2000.0,6.0,,,37.0,,,
Au,peroxidase,30.0,30.0,30.0,,,0.001,0.0001,ABTS+H2O2,25.0,2000.0,6.0,,,37.0,,,
Au,peroxidase,13.0,13.0,13.0,,,0.001,0.0001,ABTS+H2O2,25.0,2000.0,6.0,,,37.0,,,
Au@Ag,peroxidase,15.0,15.0,15.0,,Ascorbic acid,20.595,0.0171,H2O2+TMB,200.0,1200.0,10.0,,3,22.5,,,
Ag,peroxidase,40.0,40.0,40.0,chitosan,,0.1,0.01,H2O2+TMB,0.1,10.0,0.5,,7.4,25.0,,,
Ag,peroxidase,40.0,40.0,40.0,chitosan,,0.1,0.01,TMB+H2O2,0.1,10.0,0.5,,7.4,25.0,,,
Au@SiO2,peroxidase,,,,,CTAB,,,,,,,,,30.0,,,
CeO2,phosphotriesterase,4.5,4.5,4.5,,,,,methyl paraoxon + NMM,,,900.0,,,45.0,,,
Au,multi-activity,3.0,3.0,3.0,,,0.01,,glucose + O2,0.001,10.0,0.5,0.5,7.2,25.0,20.3,,
Au,peroxidase,3.0,3.0,3.0,,,0.01,,H2O2 + HAuCl4,0.001,10.0,0.5,0.5,7.2,25.0,20.3,,
Fe3O4,peroxidase,80.0,80.0,80.0,,,0.078,,H2O2+TMB,1.0,2000.0,0.5,0.03,3.8,30.0,,,
Fe3O4,peroxidase,80.0,80.0,80.0,,,0.078,,TMB+H2O2,1.0,2000.0,150.0,0.03,3.8,30.0,,,
Au@WSe2,peroxidase,,,,,,6.35,5.2900000000000005e-05,H2O2+TMB,0.001,1.0,10.0,0.3,4,45.0,,,
Au@WSe2,peroxidase,,,,,,0.27,2.29e-05,TMB+H2O2,0.01,2.0,5.0,0.3,4,45.0,,,
Cu,peroxidase,30.0,30.0,30.0,poly(N-Vinylpyrrolidone),,,,,,,,,7.4,25.0,,,
Co3O4,peroxidase,210.0,210.0,210.0,BSA,,0.1,0.001,ABTS+H2O2,0.1,1.0,1.0,0.05,4.0,37.0,,,
Au,oxidase,,,,poly(dopamine),,4.98,0.000821,glucose + O2,0.0,10.0,0.0,2.0,9.0,37.0,,,
Au,peroxidase,,,,poly(dopamine),,19.92,0.000128,H2O2 + TMB,0.0,100.0,10.0,2.0,4.0,25.0,,,
Au,peroxidase,,,,poly(dopamine),,0.32,0.000123,TMB + H2O2,0.0,10.0,100.0,2.0,4.0,25.0,,,
Co3O4,peroxidase,170.0,170.0,170.0,poly(N-Vinylpyrrolidone),,,,TMB+H2O2,,,,3.0,4.0,25.0,,,
Co3O4,peroxidase,170.0,170.0,170.0,poly(N-Vinylpyrrolidone),,,,H2O2+TMB,0.0,65.0,,3.0,4.0,25.0,,,
Co3O4,peroxidase,170.0,170.0,170.0,poly(N-Vinylpyrrolidone),,22.48,,H2O2+TMB,,,,3.0,4.0,25.0,,,
